country,year,corruption_index,homicide_rate,GDP,total_fisheries_per_ton,total_military,population,unemployment_rate,totalgr,industryofgdp
JPN,2000,6.4,0.531663927,38532.04088,6483310,248700,126843000,4.699999809,0.302789412,0.32758256
JPN,2001,7.1,0.545751414,33846.46564,6147400,252100,127149000,5,0.30933146,0.31269854
JPN,2002,7.1,0.517619895,32289.35054,5886827,252100,127445000,5.400000095,0.295690272,0.30539654
JPN,2003,7,0.544283057,34808.39092,6101859,252100,127718000,5.300000191,0.291892834,0.30415403
JPN,2004,6.9,0.54522402,37688.72234,5712155,251000,127761000,4.699999809,0.296371257,0.302986148
JPN,2005,7.3,0.501067144,37217.64873,5695057,272000,127773000,4.400000095,0.311063473,0.301993884
JPN,2006,7.6,0.482001864,35433.98896,5675395,252000,127854000,4.099999905,0.320382053,0.299825937
JPN,2007,7.5,0.446713291,35275.22843,5714497,242000,128001000,3.900000095,0.322406192,0.29882495
JPN,2008,7.3,0.508796405,39339.29757,5628025,242000,128063000,4,0.31950346,0.290052902
JPN,2009,7.7,0.39360525,40855.17564,5474059,260382,128047000,5.099999905,0.309164576,0.272724673
JPN,2010,7.8,0.361748485,44507.67639,5339478,260382,128070000,5.099999905,0.305892828,0.284446069
JPN,2011,8,0.343971639,48167.99727,4786412,260086,127833000,4.520999908,0.315500444,0.268817084
JPN,2012,74,0.334050826,48603.47665,4836243,259800,127629000,4.300000191,0.323113594,0.267480501
JPN,2013,74,0.288354704,40454.44746,4763637,259800,127445000,4,0.331203924,0.269376337
JPN,2014,76,0.308187737,38109.41211,4756123,259800,127276000,3.599999905,0.348201317,0.276880609
JPN,2015,75,0.28362668,34524.46986,4655760,259800,127141000,3.400000095,0.357750078,0.290196225
JPN,2016,72,0.283336524,38761.81815,4343257,260890,126994511,3.099999905,0.358344397,0.289750927
JPN,2017,73,0.239994865,38386.51115,NA,261000,126785797,2.799999952,0.357330751,0.29162513
JPN,2018,73,0.262574096,39159.42356,NA,NA,126529100,2.400000095,0.362809663,0.290720136
JPN,2019,73,NA,40246.88013,NA,NA,126264931,2.290999889,NA,NA
KAZ,1993,NA,15.98154793,1433.461534,59628,15000,16330419,1.110000014,0.235266557,0.369896442
KAZ,1994,NA,15.90915219,1320.321622,47594,18000,16095199,7.539999962,0.21049947,0.386987188
KAZ,1995,NA,15.44885945,1288.239052,50350,74500,15815626,10.97999954,0.168804662,0.299976927
KAZ,1996,NA,16.79255646,1350.333866,45955,74500,15577894,12.96000004,0.132226735,0.255877646
KAZ,1997,NA,16.7532076,1445.569414,33747,69600,15333703,13.01000023,0.134677477,0.256063822
KAZ,1998,NA,16.66209353,1468.701798,26106,89600,15071300,13.13000011,0.180468757,0.29314631
KAZ,1999,NA,15.8049896,1130.113592,37363,100300,14928426,13.46000004,0.175555529,0.329666653
KAZ,2000,3,15.58026537,1229.000958,37433,98500,14883626,12.75,0.217315883,0.377758297
KAZ,2001,2.7,14.48672041,1490.92709,23269,98500,14858335,10.43000031,0.256568571,0.361418299
KAZ,2002,2.3,13.13418692,1658.030785,25446,94500,14858948,9.329999924,0.224559798,0.358109321
KAZ,2003,2.4,13.18539117,2068.124118,26015,100300,14909018,8.779999733,0.253470585,0.350752659
KAZ,2004,2.2,13.71146102,2874.288291,33494.2,99000,15012985,8.399999619,0.245479916,0.35351842
KAZ,2005,2.6,NA,3771.278957,37744,101000,15147029,8.130000114,0.28083419,0.376280182
KAZ,2006,2.6,NA,5291.57565,30301,81000,15308084,7.789999962,0.276765521,0.393564557
KAZ,2007,2.1,NA,6771.414797,34371,81000,15484192,7.260000229,0.288409293,0.377308975
KAZ,2008,2.2,11.39191556,8513.564645,51473,81000,15674000,6.630000114,0.282939531,0.402502456
KAZ,2009,2.7,11.03907214,7165.223175,38473,80500,16092822,6.550000191,0.221429807,0.384314809
KAZ,2010,2.9,8.534190879,9070.488253,47051,80500,16321872,5.769999981,0.239416742,0.406024221
KAZ,2011,2.7,8.610930218,11634.0019,35754,70500,16557201,5.389999866,0.270438185,0.372660881
KAZ,2012,28,7.557521785,12386.7,37677,70500,16792089,5.289999962,0.263419337,0.363028533
KAZ,2013,26,6.578128966,13890.63177,35503,70500,17035550,5.199999809,0.247534482,0.336988156
KAZ,2014,29,5.224642582,12807.26069,37547,70500,17288285,5.059999943,0.237424127,0.332094258
KAZ,2015,28,4.854310918,10510.77189,41191.4,70500,17542806,4.929999828,0.166103555,0.308547874
KAZ,2016,29,NA,7714.841844,43213,70500,17794055,4.960000038,0.170083125,0.319797904
KAZ,2017,31,5.06083427,9247.581331,NA,71000,18037776,4.900000095,0.202989457,0.323252253
KAZ,2018,31,NA,9812.601405,NA,NA,18276498.5,4.824999809,0.222197217,0.334962004
KAZ,2019,34,NA,9731.145207,NA,NA,18513930,4.590000153,NA,0.330516288
KEN,1993,NA,NA,220.0697268,184054,24000,26136216,2.823999882,0.161256611,0.143670197
KEN,1994,NA,NA,265.2322565,204747,22000,26950513,2.836999893,0.202323018,0.145520571
KEN,1995,NA,NA,325.7789408,194584.7,29200,27768296,2.84100008,0.212674619,0.135565179
KEN,1996,2.21,NA,421.3392708,182042.4,29200,28589451,2.851999998,0.195301166,0.163920535
KEN,1997,NA,NA,445.8772703,161787.7,29200,29415659,2.842000008,0.178922027,0.159263832
KEN,1998,2.5,NA,465.909801,173307.6,29200,30250488,2.838000059,0.194571417,0.155421633
KEN,1999,NA,NA,414.6793898,206227.4,29200,31098757,2.875999928,0.195344999,0.149153026
KEN,2000,2.1,NA,397.4826588,216310.9,27200,31964557,2.859999895,0.174591353,0.15015856
KEN,2001,2,NA,395.3295318,165769.3,29400,32848564,2.85800004,0.200540795,0.153096241
KEN,2002,1.9,NA,389.542711,145962.3,29400,33751739,2.900000095,0.178190179,0.154535612
KEN,2003,1.9,NA,429.7878437,121544,29100,34678779,2.904000044,0.178179489,0.1562315
KEN,2004,2.1,3.366608703,451.6687159,128332.1,29000,35635271,2.86500001,0.18711111,0.162050773
KEN,2005,2.1,2.958643133,511.6164222,148967,29000,36624895,2.815000057,0.189885732,0.17012626
KEN,2006,2.2,2.937551739,685.9545322,160278,NA,37649033,2.713000059,0.170702526,0.193841059
KEN,2007,2.1,2.846230245,825.6665976,136522,29000,38705932,2.627000093,0.166884669,0.193021681
KEN,2008,2.1,3.053831144,902.0700258,140561,29000,39791981,2.598999977,0.17807872,0.185827717
KEN,2009,2.2,4.663560267,905.1317861,139052,29120,40901792,2.792999983,0.169340767,0.187491445
KEN,2010,2.1,4.58236654,951.6879611,152801,29120,42030676,2.842000008,0.170046203,0.185494749
KEN,2011,2.2,5.259590067,971.633329,203863,29100,43178257,2.844000101,0.172041626,0.189069378
KEN,2012,27,5.353663242,1136.871406,180868,29100,44343410,2.854000092,0.179311511,0.185992667
KEN,2013,27,5.382251216,1210.388014,187220,29100,45519889,2.867000103,0.169769383,0.180241471
KEN,2014,25,4.935753513,1315.804535,192927,29100,46699981,2.823999882,0.185049275,0.17441772
KEN,2015,25,4.722386046,1336.883349,184445,29100,47878336,2.79399991,0.180322708,0.173007958
KEN,2016,26,4.817382764,1410.527568,186751,29100,49051686,2.756999969,0.1797988,0.178916745
KEN,2017,28,4.910282215,1572.335496,NA,29000,50221473,2.694999933,0.172028325,0.167894354
KEN,2018,27,4.928728024,1707.986805,NA,NA,51393010,2.63499999,0.174888811,0.164050743
KEN,2019,28,NA,1816.546916,NA,NA,52573973,2.64199996,NA,0.161464176
KGZ,1993,NA,12.22165624,449.0657902,350,12000,4516700,3.400000095,NA,0.305171158
KGZ,1994,NA,12.08283246,372.30781,294,13000,4515100,4.699999809,NA,0.238834531
KGZ,1995,NA,11.71679264,364.2264974,392,7000,4560400,5.599999905,NA,0.181095193
KGZ,1996,NA,11.2109488,394.8601215,330,12000,4628400,7.300000191,NA,0.170282872
KGZ,1997,NA,9.329208647,376.4296133,253,14200,4696400,7.5,NA,0.210592589
KGZ,1998,NA,8.878634704,345.1381316,247,14200,4769000,8.899999619,NA,0.207612912
KGZ,1999,NA,8.907410451,258.0492288,119,12200,4840400,8.399999619,NA,0.231250232
KGZ,2000,NA,8.738572792,279.6195693,110,14000,4898400,7.539999962,NA,0.291996199
KGZ,2001,NA,7.777806211,308.4096116,324,14000,4945100,7.840000153,0.202536443,0.26832489
KGZ,2002,NA,8.234034088,321.7270332,245,15900,4990700,12.55000019,0.227048974,0.213137031
KGZ,2003,2.1,8.377317575,380.5064324,75,15900,5043300,9.920000076,0.228037963,0.202432677
KGZ,2004,2.2,8.315150144,433.2349766,27,17000,5104700,8.529999733,0.230585791,0.216893696
KGZ,2005,2.3,9.674228722,476.55213,46,18000,5162600,8.109999657,0.240696142,0.199674527
KGZ,2006,2.2,8.703493633,543.1107024,57,21000,5218400,8.270000458,0.264165202,0.175544661
KGZ,2007,2.1,8.024096981,721.7686908,121,21000,5268400,8.100000381,0.302224133,0.166823
KGZ,2008,1.8,7.935346526,966.3936272,100,21000,5318700,8.220000267,0.299076556,0.204289121
KGZ,2009,1.9,7.854225573,871.2243893,143,20400,5383300,8.409999847,0.321424489,0.236357293
KGZ,2010,2,16.76410998,880.0377751,379,20400,5447900,8.640000343,0.305365092,0.262652738
KGZ,2011,2.1,8.463323273,1123.883168,454.5,20400,5514600,8.529999733,0.318393365,0.274490881
KGZ,2012,24,6.759661825,1177.974735,387,20400,5607200,8.430000305,0.338192617,0.222571297
KGZ,2013,24,5.251851583,1282.437162,420,20400,5719600,8.329999924,0.344485568,0.248435947
KGZ,2014,27,5.475213452,1279.769783,804.93,20400,5835500,8.050000191,0.353331969,0.238882289
KGZ,2015,28,5.118200219,1121.082835,1099.4,20400,5956900,7.559999943,0.355669251,0.250780623
KGZ,2016,28,4.395548676,1120.666513,2019.7,20400,6079500,7.210000038,0.331328635,0.26546424
KGZ,2017,29,4.135885153,1242.769643,NA,21000,6198200,6.889999866,0.332869159,0.273080935
KGZ,2018,29,2.189077613,1308.140165,NA,NA,6322800,5.960000038,0.331848758,0.274785137
KGZ,2019,30,NA,1309.392992,NA,NA,6456900,6.329999924,NA,0.276063381
KHM,1993,NA,6.007586007,254.1164819,108969,102000,9970733,0.824000001,NA,0.12646243
KHM,1994,NA,2.9366438,270.5429925,103254,70000,10317899,0.83099997,NA,0.137227156
KHM,1995,NA,3.725549906,322.9317876,112511,308500,10656138,0.833999991,NA,0.142620448
KHM,1996,NA,4.934935785,319.2863717,104310,307700,10982917,0.839999974,NA,0.149885658
KHM,1997,NA,2.805658828,304.764607,114600,360500,11298600,0.888000011,NA,0.16385737
KHM,1998,NA,6.835906352,268.9904186,122000,359000,11600508,0.940999985,NA,0.167090818
KHM,1999,NA,4.887912839,295.9033277,284156,359000,11886458,1.021999955,NA,0.180398264
KHM,2000,NA,4.697562146,302.5771636,298798,360000,12155239,1.072000027,NA,0.217148258
KHM,2001,NA,3.280826407,321.1503013,445700,207000,12405408,1.131000042,NA,0.222873528
KHM,2002,NA,3.362948646,338.9872627,424432,192000,12637727,1.230999947,NA,0.24253861
KHM,2003,NA,3.95918816,362.3357077,390657,192000,12856163,1.302999973,NA,0.249856525
KHM,2004,NA,3.91077165,408.5138263,343332,192000,13066469,1.332000017,NA,0.256454284
KHM,2005,2.3,3.375182838,474.1112278,428000,191000,13273354,1.345999956,NA,0.249914304
KHM,2006,2.1,2.967864336,539.7501687,523510,191000,13477709,1.297000051,0.113856049,0.261831701
KHM,2007,2,2.872816888,631.5248421,493760,191000,13679962,1.256999969,0.133389272,0.249442858
KHM,2008,1.8,2.398472756,745.6091807,471000,191000,13883834,0.824000001,0.147724515,0.223717898
KHM,2009,2,2.348582921,738.0547836,515000,191300,14093604,0.578999996,0.151715071,0.21661742
KHM,2010,2.1,2.312711424,785.5022829,550094,191300,14312212,0.771000028,0.165161107,0.218686245
KHM,2011,2.1,1.843011079,882.2754926,632839,191300,14541423,0.577000022,0.151221776,0.221418106
KHM,2012,22,NA,950.880346,640695,191300,14780454,0.504999995,0.183657011,0.229764549
KHM,2013,20,NA,1013.420401,729468,191300,15026332,0.437999994,0.178899082,0.240676542
KHM,2014,21,NA,1093.496191,745310,191300,15274503,0.691999972,0.191417532,0.256068609
KHM,2015,21,NA,1162.90492,751193,191300,15521436,0.393000007,0.185162456,0.276795721
KHM,2016,21,NA,1269.591257,802450,191300,15766293,0.716000021,0.198389141,0.294519627
KHM,2017,21,NA,1385.25998,NA,191000,16009414,0.683000028,0.204732489,0.308489276
KHM,2018,20,NA,1512.12671,NA,NA,16249798,0.65200001,0.221995467,0.322893931
KHM,2019,20,NA,1643.121389,NA,NA,16486542,0.676999986,NA,0.342260507
KIR,1993,NA,0,619.6791252,30568,NA,75716,NA,0.768115942,0.095569565
KIR,1994,NA,0,715.1764427,32769,NA,76670,NA,0.656,0.086684
KIR,1995,NA,0,724.8565826,37386,NA,77723,NA,0.764473684,0.086848684
KIR,1996,NA,1.267362871,843.0018731,43176,NA,78903,NA,0.568235294,0.082269412
KIR,1997,NA,0,842.2497361,39522,NA,80187,NA,0.886813187,0.076232967
KIR,1998,NA,0,801.1040397,43226,NA,81556,NA,0.994230769,0.103938462
KIR,1999,NA,0,831.9946255,66050,NA,82972,NA,0.824299065,0.115962617
KIR,2000,NA,3.554291807,796.8881748,46634,NA,84396,NA,0.699137931,0.104933621
KIR,2001,NA,4.659615116,735.0262947,42562,NA,85849,NA,0.58852459,0.104539344
KIR,2002,NA,NA,826.9452801,40956,NA,87305,NA,NA,0.091972897
KIR,2003,NA,NA,1015.724172,37625,NA,88835,NA,NA,0.088291759
KIR,2004,NA,NA,1131.140005,34974,NA,90499,NA,1.410071942,0.079451891
KIR,2005,NA,NA,1214.556667,35574,NA,92325,NA,0.83877551,0.067485974
KIR,2006,NA,NA,1168.448531,34510,NA,94343,NA,0.767123288,0.099513635
KIR,2007,3.3,NA,1374.452153,35287,NA,96527,NA,0.634591195,0.104991296
KIR,2008,3.1,7.087889834,1428.120516,28393.14,NA,98761,NA,0.6625,0.108991323
KIR,2009,2.8,0.990805327,1311.999002,41224.16,NA,100930,NA,0.678823529,0.103340028
KIR,2010,3.2,3.886136209,1516.811869,47872,NA,102927,NA,0.7,0.118628931
KIR,2011,3.1,10.50269728,1735.018358,67220,NA,104728,NA,0.589204545,0.128273247
KIR,2012,NA,7.52169539,1788.505421,86070,NA,106370,NA,0.830434783,0.136352504
KIR,2013,NA,NA,1715.765331,83792,NA,107890,NA,0.919270833,0.14472648
KIR,2014,NA,NA,1642.762597,120551,NA,109391,NA,1.422613065,0.143898316
KIR,2015,NA,NA,1542.57525,149638,NA,110930,NA,1.538596491,0.152220393
KIR,2016,NA,NA,1584.807446,176474,NA,112524,NA,1.185,0.146943574
KIR,2017,NA,NA,1640.500104,NA,NA,114158,NA,1.304304348,0.124861883
KIR,2018,NA,NA,1698.256286,NA,NA,115847,NA,NA,0.124706624
KIR,2019,NA,NA,1655.078839,NA,NA,117606,NA,NA,NA
KNA,1993,NA,NA,6411.928204,250,NA,41135,NA,0.206346217,0.212143692
KNA,1994,NA,NA,7092.237948,357,NA,41617,NA,0.212913609,0.194907129
KNA,1995,NA,9.506381158,7450.762237,339,NA,42074,NA,0.235935945,0.207954442
KNA,1996,NA,9.417969486,7862.180368,687,NA,42475,NA,0.230214528,0.2026173
KNA,1997,NA,16.33338778,8742.248261,418,NA,42854,NA,0.227557198,0.194328093
KNA,1998,NA,18.50780798,8867.382662,967,NA,43221,NA,0.237885631,0.206594958
KNA,1999,NA,13.75452753,9322.626714,934,NA,43614,NA,0.238404079,0.224775607
KNA,2000,NA,6.805344464,9836.195568,971,NA,44074,NA,0.220106385,0.261106485
KNA,2001,NA,13.45231156,10660.41173,1040,NA,44599,NA,0.229733703,0.294850502
KNA,2002,NA,11.06978392,11011.37958,950,NA,45165,NA,0.235259446,0.276834525
KNA,2003,NA,21.85840128,10631.40699,874,NA,45746,NA,0.248152553,0.235262688
KNA,2004,NA,23.74630313,11424.9729,1112,NA,46324,NA,0.243986765,0.217438611
KNA,2005,NA,17.07504482,12329.66101,1517,NA,46857,NA,0.225495525,0.210743499
KNA,2006,NA,35.91574589,13612.7678,1180,NA,47339,NA,0.220511526,0.231516392
KNA,2007,NA,33.49452574,14426.83212,1276,NA,47778,NA,0.238418892,0.232344834
KNA,2008,NA,47.7396322,15590.52879,1343,NA,48185,NA,0.270016645,0.227133786
KNA,2009,NA,55.5566987,15388.36724,2065,NA,48599,NA,0.288923025,0.240478997
KNA,2010,NA,42.84752403,15508.76811,21755,NA,49016,NA,0.270049338,0.230945003
KNA,2011,NA,68.76744468,16538.17144,31072,NA,49447,NA,0.325311578,0.214089023
KNA,2012,NA,36.08588441,16044.70548,21897,NA,49887,NA,0.375822844,0.192486373
KNA,2013,NA,NA,16684.95302,17711,NA,50331,NA,0.417983255,0.205285395
KNA,2014,NA,NA,18052.03596,66140,NA,50774,NA,0.424722655,0.222074957
KNA,2015,NA,NA,18029.32554,100430,NA,51203,NA,0.410249251,0.235769422
KNA,2016,NA,NA,18811.87337,65735,NA,51625,NA,0.350414861,0.254917739
KNA,2017,NA,NA,19155.2894,NA,NA,52045,NA,0.335530482,0.279325935
KNA,2018,NA,NA,19275.27726,NA,NA,52441,NA,NA,0.261893595
KNA,2019,NA,NA,19896.4957,NA,NA,52823,NA,NA,0.26151645
KNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KOR,1993,NA,0.691172055,8884.928319,3335883,750000,44194628,2.878000021,0.240841806,0.362140774
KOR,1994,NA,0.498723744,10385.33617,3478501,750000,44641540,2.476000071,0.237523934,0.362427361
KOR,1995,4.29,0.503785383,12564.77813,3359594,641000,45092991,2.062999964,0.246420953,0.364912556
KOR,1996,5.02,0.538533927,13403.04959,3334151,668000,45524681,2.048000097,0.252091893,0.354480556
KOR,1997,4.29,0.600433459,12398.48003,3268001,676500,45953580,2.60800004,0.254303163,0.353964692
KOR,1998,4.2,0.81018203,8281.699982,2837464,676500,46286503,6.962999821,0.26351143,0.353082833
KOR,1999,NA,0.818185049,10672.41793,2909329,676500,46616677,6.342000008,0.266099337,0.346658653
KOR,2000,4,0.780858013,12256.99357,2506078,687500,47008111,4.400000095,0.283370596,0.347553168
KOR,2001,4.2,0.853462448,11561.24837,2677017,687500,47370164,4,0.285908077,0.332209652
KOR,2002,4.5,0.772380899,13165.06574,2498788,690500,47644736,3.299999952,0.287261165,0.328127499
KOR,2003,4.3,0.801109493,14672.85747,2501632,690500,47892330,3.599999905,0.296395921,0.331112597
KOR,2004,4.5,0.865970515,16496.12009,2542602,696000,48082519,3.700000048,0.28794087,0.347348397
KOR,2005,5,0.843982909,19402.50263,2719486,693000,48184561,3.700000048,0.298149871,0.341503317
KOR,2006,5.1,0.850396174,21743.47745,3051622,692000,48438292,3.5,0.311690366,0.33517273
KOR,2007,5.1,0.877740823,24086.41044,3287437,692000,48683638,3.200000048,0.319955305,0.334537501
KOR,2008,5.6,0.873530511,21350.42798,3365700,692000,49054708,3.200000048,0.319419596,0.32510218
KOR,2009,5.5,1.078645607,19143.85161,3203623,659500,49307835,3.599999905,0.310039135,0.3290536
KOR,2010,5.4,0.978157179,23087.22564,3112233,659500,49554112,3.700000048,0.304826297,0.34116776
KOR,2011,5.4,0.80946202,25096.26388,3256454,659500,49936638,3.400000095,0.313676212,0.344509673
KOR,2012,56,0.868946159,25466.76052,3186497,659500,50199853,3.200000048,0.318204079,0.341346926
KOR,2013,55,0.699165689,27182.73431,3136797,659500,50428893,3.099999905,0.314136996,0.344478292
KOR,2014,55,0.744942924,29249.57522,3312702,632500,50746659,3.5,0.316334134,0.340916724
KOR,2015,54,0.737853645,28732.23108,3334113,634500,51014947,3.599999905,0.315786631,0.341499357
KOR,2016,53,0.708072969,29288.87044,3255171,634000,51217803,3.700000048,0.325052322,0.342977997
KOR,2017,54,0.589082505,31616.8434,NA,634000,51361911,3.700000048,0.32952559,0.347663085
KOR,2018,57,0.603849393,33340.26515,NA,NA,51606633,3.84800005,0.34282045,0.341180472
KOR,2019,59,NA,31761.97769,NA,NA,51709098,4.147999763,NA,0.329661964
KWT,1993,NA,NA,NA,8466,12000,NA,0.800000012,0.433964873,NA
KWT,1994,NA,NA,NA,7752,15000,NA,0.699999988,0.46897019,NA
KWT,1995,NA,NA,16932.1483,8706,21600,1605901,0.76700002,0.471900419,NA
KWT,1996,NA,0.983490876,19358.38244,8345,20800,1626857,0.699999988,0.501537809,NA
KWT,1997,NA,NA,17748.8598,8031,20300,1710256,0.699999988,0.635929184,NA
KWT,1998,NA,NA,14166.1796,8018,20300,1831119,0.699999988,0.676574753,NA
KWT,1999,NA,NA,15435.17859,7662,20300,1951636,0.699999988,0.43217012,NA
KWT,2000,NA,NA,18440.37852,7354,20300,2045123,0.800000012,0.609541094,NA
KWT,2001,NA,1.854252872,16587.17767,6041,20500,2103282,0.800000012,0.815445026,NA
KWT,2002,NA,1.076279685,17846.32606,5555,22100,2136997,1.100000024,0.572094227,NA
KWT,2003,5.3,1.341582679,22148.37815,4426,22100,2161626,1.299999952,0.508977416,NA
KWT,2004,4.6,1.954103117,27011.72765,5436,21000,2200492,1.700000048,0.455043672,NA
KWT,2005,4.7,1.806011463,35591.00578,5222,23000,2270198,1.570000052,0.446662428,NA
KWT,2006,4.8,1.895805677,42781.3665,6203,23000,2373672,1.299999952,0.643264337,NA
KWT,2007,4.3,2.356205567,45782.27656,4721,23000,2504019,1.5,0.617844756,NA
KWT,2008,4.3,1.430717505,55494.95099,4270.215,23000,2656009,1.75,0.595330641,NA
KWT,2009,4.1,1.73694746,37561.67267,4980,22600,2821045,1.639999986,0.787513116,NA
KWT,2010,4.5,2.005425344,38577.49828,6683,22600,2991884,1.820000052,0.607636265,0.660653825
KWT,2011,4.6,1.862341993,48631.6913,4357,22600,3168060,2.21600008,0.576307866,0.727057014
KWT,2012,44,1.821519733,51979.10517,4339,22600,3348853,2.61500001,0.681417019,0.748121497
KWT,2013,43,NA,49388.13741,4936,22600,3526376,2.921999931,0.726838354,0.730987344
KWT,2014,44,NA,44062.31704,4494,22600,3690941,2.900000095,0.775629254,0.705489263
KWT,2015,49,NA,29869.52939,4549,22600,3835591,2.200000048,0.847039712,0.559363333
KWT,2016,41,NA,27653.06677,5689.16,22600,3956875,2.160000086,0.538480155,0.521350327
KWT,2017,39,NA,29759.43649,NA,25000,4056099,1.797999978,0.500012954,0.556190164
KWT,2018,41,NA,33994.38192,NA,NA,4137312,2.075999975,0.525481995,0.595874269
KWT,2019,40,NA,32031.9801,NA,NA,4207083,2.181999922,NA,NA
LAO,1993,NA,NA,287.3949673,30500,37000,4619944,2.578000069,0.076059227,0.174447947
LAO,1994,NA,NA,325.9410612,35000,45000,4735845,2.595000029,0.089796434,0.177559143
LAO,1995,NA,NA,363.8796019,40250,137000,4846483,2.599999905,0.082630061,0.187611863
LAO,1996,NA,NA,378.4281472,39000,137000,4951195,2.471999884,0.078279418,0.206120582
LAO,1997,NA,NA,345.9213648,40000,129000,5050315,2.323999882,0.066417393,0.206251129
LAO,1998,NA,NA,248.8390431,40858,129100,5144602,2.187000036,0.128879746,0.222619621
LAO,1999,NA,NA,277.8098415,60403,129100,5235346,2.094000101,0.14727778,0.224698367
LAO,2000,NA,NA,325.1869982,71316,129100,5323700,1.952999949,0.153267007,0.164770694
LAO,2001,NA,NA,326.9419076,81000,129100,5409582,1.827999949,0.148515238,0.169937148
LAO,2002,NA,NA,320.0615179,93156,129100,5493246,1.743000031,0.130039738,0.183826897
LAO,2003,NA,NA,362.8214135,94700,129100,5576640,1.629999995,0.11813459,0.201201442
LAO,2004,NA,NA,417.9285042,94700,129000,5662208,1.49000001,0.110623096,0.193595098
LAO,2005,3.3,NA,475.6107135,86560,129000,5751676,1.350000024,0.119630482,0.232287896
LAO,2006,2.6,NA,590.6327074,86925,129000,5846074,1.144999981,0.124974216,0.261754512
LAO,2007,1.9,NA,710.344815,91660,129000,5944948,0.970000029,0.134377126,0.253930205
LAO,2008,2,NA,900.3236718,93500,129000,6046620,0.839999974,0.137324324,0.269497232
LAO,2009,2,NA,948.6539323,105800.5,129100,6148623,0.80400002,0.147820186,0.251630938
LAO,2010,2.1,NA,1140.599205,113000,129100,6249165,0.708000004,0.157734049,0.304660211
LAO,2011,2.2,NA,1378.361365,129600,129100,6347567,0.708999991,0.193033078,0.308159702
LAO,2012,21,NA,1581.395403,136001,129100,6444530,0.712000012,0.207793519,0.324366447
LAO,2013,26,NA,1825.665113,146946,129100,6541304,0.717000008,0.204198413,0.304277076
LAO,2014,25,NA,1998.335215,168597,129100,6639756,0.702000022,0.220548667,0.288150005
LAO,2015,25,NA,2134.711796,158600,129100,6741164,0.691999972,0.187357816,0.276933442
LAO,2016,30,NA,2308.800482,180750,129100,6845846,0.680000007,0.158494272,0.287595046
LAO,2017,29,NA,2423.846203,NA,129000,6953035,0.660000026,0.166040256,0.309124754
LAO,2018,29,NA,2542.486528,NA,NA,7061507,0.640999973,NA,0.315331925
LAO,2019,29,NA,2534.898277,NA,NA,7169455,0.625999987,NA,0.309098461
LBN,1993,NA,NA,2446.529954,2212,37000,3246126,8.585000038,0.158725537,0.226299025
LBN,1994,NA,NA,2820.487845,2437,50000,3403357,8.609000206,0.18224677,0.226162035
LBN,1995,NA,NA,3321.296325,4385,62800,3528380,8.616000175,0.17074727,0.222342521
LBN,1996,NA,NA,3791.605517,4485,67400,3610665,8.635000229,0.177091619,0.223064226
LBN,1997,NA,NA,4305.642946,3955,73600,3658424,8.619999886,NA,0.222721649
LBN,1998,NA,NA,4669.577803,3920,68100,3693520,8.49600029,NA,0.236835061
LBN,1999,NA,NA,4640.379461,3860,80900,3747766,8.440999985,NA,0.212294551
LBN,2000,NA,NA,4491.637259,4066,76600,3842778,8.300000191,0.162845566,0.199654112
LBN,2001,NA,NA,4422.387076,3970,84800,3991001,8.180999756,0.163006575,0.204307137
LBN,2002,NA,NA,4579.459593,4760,84800,4182205,8.130999565,0.189928074,0.191154059
LBN,2003,3,NA,4576.390746,4693,85100,4388375,8.022999763,0.2107254,0.183121387
LBN,2004,2.7,NA,4630.789572,4661,85000,4569378,7.849999905,0.21978956,0.145751664
LBN,2005,3.1,NA,4575.105512,4611,85000,4698763,8.288000107,0.211691579,0.147600382
LBN,2006,3.6,NA,4626.859808,4624,76000,4759753,8.62899971,0.23459343,0.150081514
LBN,2007,3,NA,5207.796,4518,76000,4767344,8.979999542,0.224326258,0.155098774
LBN,2008,3,3.840709209,6111.332411,4575,76000,4764741,7.438000202,0.225359468,0.162120038
LBN,2009,2.5,3.012657733,7354.953605,4580,79100,4813026,6.355000019,0.222662131,0.154395168
LBN,2010,2.5,3.290892264,7761.646191,4580,79100,4953061,6.419000149,0.202123755,0.138093762
LBN,2011,2.5,3.229513447,7674.83535,4580,80000,5202343,6.421999931,0.218698483,0.145062161
LBN,2012,30,3.503310086,7950.695378,4480,80000,5538634,6.434999943,0.199584408,0.154843586
LBN,2013,28,3.991195018,7931.080476,4280,80000,5914621,6.452000141,0.184095364,0.163416399
LBN,2014,27,3.833225311,7686.25603,4123,80000,6262410,6.395999908,0.196388084,0.162069596
LBN,2015,28,3.536067351,7644.548657,4663,80000,6532678,6.356999874,0.175231069,0.157294802
LBN,2016,28,3.500002457,7629.891117,5306,80000,6711121,6.309000015,0.181357018,0.159750709
LBN,2017,28,3.607369769,7801.178658,NA,80000,6811873,6.224999905,0.20205702,0.150394535
LBN,2018,28,2.492926503,8024.803271,NA,NA,6848925,6.143000126,0.193961937,0.142378643
LBN,2019,28,NA,7784.316857,NA,NA,6855713,6.229000092,NA,0.128313122
LBR,1993,NA,NA,NA,7782,NA,1976699,2.243999958,NA,NA
LBR,1994,NA,NA,NA,7721,NA,1986493,2.256000042,NA,NA
